ROC,ZScore,0,0.9433497536945813,19.046875
ROC,ZScore,0,0.9535835703878444,22.328125
ROC,ZScore,0,0.955491570110317,23.625
ROC,ZScore,0,0.9565322972316659,24.9375
ROC,ZScore,0,0.9574342607368348,26.875
ROC,ZScore,0,0.9571220426004302,27.859375
ROC,ZScore,0,0.958093387913689,28.46875
ROC,ZScore,0,0.9575730243530146,30.234375
ROC,ZScore,0,0.9583709151460487,31.171875
ROC,ZScore,0,0.9583015333379588,34.3125
ROC,ZScore,0,0.9584749878581836,31.625
ROC,ZScore,0,0.9584402969541386,33.21875
ROC,ZScore,0,0.9588912787067231,34.90625
ROC,ZScore,0,0.9586831332824534,34.109375
ROC,ZScore,0,0.9589953514188579,35.265625
ROC,ZScore,0,0.9589953514188579,36.765625
ROC,ZScore,0,0.9591688059390828,39.34375
ROC,ZScore,0,0.9590647332269479,36.75
ROC,ZScore,0,0.9591688059390828,37.484375
ROC,ZScore,0,0.9587525150905433,38.96875
ROC,ZScore,0,0.9591341150350378,38.703125
ROC,ZScore,0,0.9586137514743635,37.625
ROC,ZScore,0,0.9588565878026781,39.78125
ROC,ZScore,0,0.9584749878581836,43.625
ROC,ZScore,0,0.9587525150905433,39.1875
